"","imdbId","movieId","title","genres","tmdbId","adult","overview","popularity","poster_path"
"15","tt0012570",83359,"Play House, The (1921)","Comedy",51362,"False","The opening scene, a dream sequence prior to the vaudeville routines which follow, is what makes this film famous. In it Keaton plays everyone in a theatre simultaneously (through multiple exposures).","1.930445","http://image.tmdb.org/t/p/w185//uFUZTRaH3uujXd99m9EkArEzTcN.jpg"
"16","tt0013025",83411,"Cops (1922)","Comedy",38742,"False","Buster Keaton gets involved in a series of misunderstandings involving a horse and cart. Eventually he infuriates every cop in the city when he accidentally interrupts a police parade.","1.42553","http://image.tmdb.org/t/p/w185//lfS4GZ900q5iX09WHsluOl1AlsC.jpg"
"17","tt0013086",4768,"Dr. Mabuse: The Gambler (Dr. Mabuse, der Spieler) (1922)","Crime|Mystery|Thriller",5998,"False","Arch-criminal Dr. Mabuse, who is a master of disguise and has been hypnotising people into doing his bidding, sets out to make a fortune and run Berlin. Detective Wenk sets out to stop him.","3.275117","http://image.tmdb.org/t/p/w185//9pK6ygSwdLdlx12PgUqLGiMFfnt.jpg"
"18","tt0013257",25744,"Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922)","Documentary|Horror",57283,"False","Grave robbing, torture, possessed nuns, and a satanic Sabbath: Benjamin Christensen's legendary film uses a series of dramatic vignettes to explore the scientific hypothesis that the witches of the Middle Ages suffered the same hysteria as turn-of-the-century psychiatric patients. But the film itself is far from serious-- instead it's a witches' brew of the scary, gross, and darkly humorous.","2.914798","http://image.tmdb.org/t/p/w185//iumAVlwOxxpngfRxVDnhuqKEbYo.jpg"
"19","tt0013427",44587,"Nanook of the North (1922)","Documentary|Drama",669,"False","This pioneering documentary film depicts the lives of the indigenous Inuit people of Canada's northern Quebec region. Although the production contains some fictional elements, it vividly shows how its resourceful subjects survive in such a harsh climate, revealing how they construct their igloo homes and find food by hunting and fishing. The film also captures the beautiful, if unforgiving, frozen landscape of the Great White North, far removed from conventional civilization.","2.593681","http://image.tmdb.org/t/p/w185//aWmdeyP4rvOlQZCdjLCpJfJnHVT.jpg"
"20","tt0013442",1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)","Horror",653,"False","Vampire Count Orlok is interested in a new residence and in real estate agent Hutter's young wife. Silent horror classic based on the Bram Stoker novel ""Dracula"".","7.435873","http://image.tmdb.org/t/p/w185//cD61HX8e80CtzHIq4BFGFg5TR0A.jpg"
"21","tt0014341",8609,"Our Hospitality (1923)","Comedy",701,"False","A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.","2.830289","http://image.tmdb.org/t/p/w185//3ZUMBrnRfNHR1ZJLLHrBgYvLDHD.jpg"
"22","tt0014429",8235,"Safety Last! (1923)","Action|Comedy|Romance",22596,"False","When a store clerk organizes a contest to climb the outside of a tall building, circumstances force him to make the perilous climb himself.","4.394823","http://image.tmdb.org/t/p/w185//U8FVAaJvYJwjGZe34hIjj8AqvX.jpg"
"23","tt0014538",3140,"Three Ages (1923)","Comedy",32628,"False","""The Three Ages,"" Buster Keaton's first feature-length film after a number of comedy shorts, is his parody of Griffith's ""Intolerance."" Keaton tells three parallel stories about the perils of romance, one set in the Stone Age, one during the Roman Empire, and one during the 20th century.","1.539713","http://image.tmdb.org/t/p/w185//1xWJWo7FeL6KWvHHiXAnNiqUuUp.jpg"
"24","tt0015064",4405,"Last Laugh, The (Letzte Mann, Der) (1924)","Drama",5991,"False","An aging doorman, after being fired from his prestigious job at a luxurious Hotel is forced to face the scorn of his friends, neighbours and society.","3.553763","http://image.tmdb.org/t/p/w185//r1BZyJbBGNCJ7kRRevLsGDlMZmQ.jpg"
"25","tt0015163",7074,"Navigator, The (1924)","Comedy",32318,"False","Two spoiled rich people find themselves trapped on an empty passenger ship.","3.031803","http://image.tmdb.org/t/p/w185//Av9JzUEpVw7N1HWrBd2s84oxcS2.jpg"
"26","tt0015324",25750,"Sherlock Jr. (1924)","Comedy|Fantasy|Romance",992,"False","A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","5.858328","http://image.tmdb.org/t/p/w185//1G9r3rqtbFAQuyWKOZm4Y5J5s7Q.jpg"
"27","tt0015400",7302,"Thief of Bagdad, The (1924)","Action|Adventure|Fantasy",28963,"False","A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.","3.878515","http://image.tmdb.org/t/p/w185//a6IzXkwZRDimfn8HATzP6Pi6Ois.jpg"
"28","tt0015648",3742,"Battleship Potemkin (1925)","Drama|War",643,"False","A dramatized account of a great Russian naval mutiny and a resulting street demonstration which brought on a police massacre. The film had an incredible impact on the development of cinema and was a masterful example of montage editing.","12.912845","http://image.tmdb.org/t/p/w185//A5kk0FA4kS9sHLYzC6NI72OOhPc.jpg"
"29","tt0015841",25752,"Freshman, The (1925)","Comedy",42359,"False","Harold Lamb is so excited about going to college that he has been working to earn spending money, practicing college yells, and learning a special way of introducing himself that he saw in a movie. When he arrives at Tate University, he soon becomes the target of practical jokes and ridicule. With the help of his one real friend Peggy, he resolves to make every possible effort to become popular.","0.932304","http://image.tmdb.org/t/p/w185//omJbhIqofZ6QrzHjCT9UFYBdVRU.jpg"
"30","tt0015863",3133,"Go West (1925)","Comedy|Western",33015,"False","Keaton portrays Friendless, who travels west to try to make his fortune. Once there, he tries his hand at bronco-busting, cattle wrangling, and dairy farming, eventually forming a bond with a cow named ""Brown Eyes."" Eventually he finds himself leading a herd of cattle through Los Angeles.","1.014248","http://image.tmdb.org/t/p/w185//chZ6GbfTIKgD6nYmUKZScDAnIo8.jpg"
"31","tt0015864",3629,"Gold Rush, The (1925)","Adventure|Comedy|Romance",962,"False","A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.","6.202041","http://image.tmdb.org/t/p/w185//eQRFo1qwRREYwj47Yoe1PisgOle.jpg"
"32","tt0015881",25753,"Greed (1924)","Drama",1405,"False","Greed is the classic 1924 silent film by Erich von Stroheim about a woman who wins the lottery thus becoming obsessed with money and ruining her marriage and the people around her. The film was originally 10 hours long and dramatically and realistically depicted word for word the Frank Norris novel McTeague. Only about 2 hours exist today as it is considered the 'Holy Grail' of lost films.","6.925081","http://image.tmdb.org/t/p/w185//a5ksTkNrHR3o3hJiFgM2uMfYaRR.jpg"
"33","tt0016029",91286,"Little Colonel, The (1935)","Children|Comedy|Crime|Drama",29879,"False","After Southern belle Elizabeth Lloyd runs off to marry Yankee Jack Sherman, her father, a former Confederate colonel during the Civil War, vows to never speak to her again. Several years pass and Elizabeth returns to her home town with her husband and young daughter. The little girl charms her crusty grandfather and tries to patch things up between him and her mother.","0.522191","http://image.tmdb.org/t/p/w185//l28YwVQJ8at0urkl6qet8uzc7j.jpg"
"34","tt0016039",4277,"Lost World, The (1925)","Adventure|Sci-Fi",2981,"False","The first film adaptation of Sir Arthur Conan Doyle's classic novel about a land where prehistoric creatures still roam.","2.968503","http://image.tmdb.org/t/p/w185//bEHH13QZKvGJS7H3U5JlcroqLFX.jpg"
"35","tt0016220",25755,"Phantom of the Opera, The (1925)","Drama|Horror",964,"False","A grotesquely disfigured composer known as the ""Phantom"" haunts Paris' opera house, where he's secretly grooming Christine Daae to be an opera diva. Luring her to his underground lair, the Phantom declares his love. But Christine loves Raoul de Chagny and plans to elope with him after her next performance. When the Phantom finds out, he abducts Christine, incurring the wrath of Raoul -- and a horde of rabid Parisians.","11.083684","http://image.tmdb.org/t/p/w185//itfhSxbIgsan85iY1NrquIx7qxo.jpg"
"36","tt0016332",3232,"Seven Chances (1925)","Comedy",32600,"False","A man learns he will inherit a fortune if he marries -- by 7 p.m. today.","4.590055","http://image.tmdb.org/t/p/w185//a1dHRDzibP33nnIk48UkXVjZdWs.jpg"
"37","tt0016641",6986,"Ben-Hur: A Tale of the Christ (1925)","Adventure|Drama|Romance",31510,"False","After having not seen one another in years, wealthy Jewish citizen Judah Ben-Hur and his boyhood close friend Messala, now a Roman tribune, happen to meet. When an accident occurs, Messala, who has become small-minded and arrogant, seeks to destroy the lives of Judah and his family members.","2.301098","http://image.tmdb.org/t/p/w185//d9tvEoCuDoalUH2ODTWFOp7dyqt.jpg"
"38","tt0016654",7309,"Black Pirate, The (1926)","Action|Adventure",50075,"False","A nobleman vows to avenge the death of his father at the hands of pirates. To this end he infiltrates the pirate band. Acting in character he is instrumental in the capture of a ship, but things are complicated when he finds that there is a young woman on board whom he wishes to protect from the threat of rape.","1.570282","http://image.tmdb.org/t/p/w185//841WLSvTRN3TQKxiUjD1TY9dc42.jpg"
"39","tt0016847",4404,"Faust (1926)","Drama|Fantasy|Horror",10728,"False","God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist.","4.021486","http://image.tmdb.org/t/p/w185//qVm0rfvoT72pabRR87AE36kxmR0.jpg"
"40","tt0016938",121618,"The Great Gatsby (1926)","Drama",262176,"False","Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.","0.001224","http://image.tmdb.org/t/p/w185//3YBcjvU88Q990Ow1fbya29Ph5kb.jpg"
"41","tt0017075",2227,"Lodger: A Story of the London Fog, The (1927)","Crime|Drama|Thriller",2760,"False","A London landlady suspects her mysterious new lodger may be The Avenger who is killing blonde women.","9.299853","http://image.tmdb.org/t/p/w185//feCIblDiTU1L2uWTi3rtYw6Nzyz.jpg"
"42","tt0017136",2010,"Metropolis (1927)","Drama|Sci-Fi",19,"False","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.","14.487867","http://image.tmdb.org/t/p/w185//qriaeUUwdmlgethK3aSAx68mG05.jpg"
"43","tt0017350",957,"Scarlet Letter, The (1926)","Drama",85638,"False","In Puritan Boston, seamstress Hester Prynne is punished for playing on the Sabbath day; but kindly minister Arthur Dimmesdale takes pity on her. The two fall in love, but their relationship cannot be: Hester is already married to Roger Prynne, a physician who has been missing seven years. Dimmesdale has to go away to England; when he returns, he finds Hester pregnant with their child, and the focus of the town's censure. In a humiliating public ceremony, she is forced to don the scarlet letter A - for adultery - and wear it the rest of her life.","0.284522","http://image.tmdb.org/t/p/w185//ixWOUuakLMS7eFVAqjx58uAIMyI.jpg"
"44","tt0017416",3492,"Son of the Sheik, The (1926)","Adventure|Comedy|Romance",85689,"False","Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. She and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom.","0.135371","http://image.tmdb.org/t/p/w185//5uDB4rtXsftoXMWLSBBBFVVCvDb.jpg"
"45","tt0017668",7914,"Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Großstadt) (1927)","Documentary",222,"False","Berlin is Walter Ruttmanns black and white documentary of Berlin in 1927. The big city symphony shows a day in the life of metropolitan Berlin. Showing the industrial uprising as well as the lives and working circumstances of the time.","0.692745","http://image.tmdb.org/t/p/w185//ePGMsItIMHSOvZkCJ6rnl4v64Sq.jpg"
"46","tt0017765",8275,"College (1927)","Comedy",34847,"False","To reconcile with his girlfriend, a bookish college student tries to become an athlete.","0.959282","http://image.tmdb.org/t/p/w185//dUwk8qNkXb243JViqdVqOvUmiMt.jpg"
"47","tt0017925",3022,"General, The (1926)","Comedy|War",961,"False","During America’s Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.","8.002953","http://image.tmdb.org/t/p/w185//g2qtPur2Vno9KfJbRjV7YWi1bay.jpg"
"48","tt0018051",8423,"Kid Brother, The (1927)","Children|Comedy|Romance",16661,"False","The most important family in Hickoryville is (naturally enough) the Hickorys, with sheriff Jim and his tough manly sons Leo and Olin. The timid youngest son, Harold, doesn't have the muscles to match up to them, so he has to use his wits to win the respect of his strong father and also the love of beautiful Mary.","1.13281","http://image.tmdb.org/t/p/w185//a1KeapLaxX9plRCjVpB6vAwB3WF.jpg"
"49","tt0018192",58649,"Napoléon (1927)","Drama|War",42536,"False","A massive 5 1/2 hour biopic of Napoleon, tracing his career from his schooldays (where a snowball fight is staged like a military campaign), his flight from Corsica, through the French Revolution (where a real storm is intercut with a political storm) and the Terror, culminating in his triumphant invasion of Italy in 1797 (the film stops there because it was intended to be part one of six, but director Abel Gance never raised the money to make the other five). The film's legendary reputation is due to the astonishing range of techniques that Gance uses to tell his story, culminating in the final twenty-minute triptych sequence, which alternates widescreen panoramas with complex multiple- image montages projected simultaneously on three screens.","1.742727","http://image.tmdb.org/t/p/w185//5b1RQrA5qSfqCgVsErRKz9C9chU.jpg"
"50","tt0018455",8125,"Sunrise: A Song of Two Humans (1927)","Drama|Romance",631,"False","A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.","4.249695","http://image.tmdb.org/t/p/w185//tyxjxpwr9NiVtSeITtVXuhp84Zl.jpg"
"51","tt0018578",1925,"Wings (1927)","Action|Drama|Romance|War",28966,"False","Two young men, one rich, one middle class, both in love with the same woman (Jobyna Ralston), become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl (Clara Bow) who's the love struck lifelong next door neighbor of one of them, pines away.","8.545698","http://image.tmdb.org/t/p/w185//a5z7gCR1xLikOJK3WYXIoXoo9Xi.jpg"
"52","tt0018737",25763,"Pandora's Box (Büchse der Pandora, Die) (1929)","Drama",905,"False","The rise and inevitable fall of an amoral but naive young woman whose insouciant eroticism inspires lust and violence in those around her.","2.617488","http://image.tmdb.org/t/p/w185//5JWpM8EzdbbSnKBxNuIzAoq2odJ.jpg"
"53","tt0018742",25764,"Cameraman, The (1928)","Comedy|Drama|Romance",31411,"False","Buster is a tintype portrait photographer who at first sight develops a serious crush on Sally, a beautiful young woman who works as a secretary for MGM's newsreel department. Buster seeks to also work there, as a newsreel cameraman, in hopes of impressing her. However, his skills with a movie camera are lacking at first. Buster is determined to succeed, in hopes of winning the girl.","4.824576","http://image.tmdb.org/t/p/w185//4Td9W5FDp6XMdvJy5WzNWiwyJkz.jpg"
"54","tt0018773",3306,"Circus, The (1928)","Comedy",28978,"False","Charlie, a wandering tramp, becomes a circus handyman and falls in love with the circus owner's daughter. Unaware of Charlie's affection, the girl falls in love with a handsome young performer. Charlie's versatility makes him star of the show when he substitutes for an ailing tightwire walker. He is discharged from the company when he protects the girl from her father's abuse, but he returns and appeals to the handsome performer to marry the girl. After the wedding the father prevails upon them to rejoin the circus. Charlie is hired again, but he stays behind when the caravan moves on.","6.714813","http://image.tmdb.org/t/p/w185//awTf4Y6TGvgi3VYtGNINyyJJy9Q.jpg"
"55","tt0019254",6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)","Drama",780,"False","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.","8.903953","http://image.tmdb.org/t/p/w185//5HL0dEJfd7PF0eRiKz8BiNfe8Tf.jpg"
"56","tt0019421",25769,"Steamboat Bill, Jr. (1928)","Comedy|Romance",25768,"False","The just out of college effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was little.","7.518657","http://image.tmdb.org/t/p/w185//soiHOVFz0LiuZEbbj7Aom7wDCJ4.jpg"
"57","tt0019422",2102,"Steamboat Willie (1928)","Animation|Children|Comedy|Musical",53565,"False","Mickey Mouse, piloting a steamboat, delights his passenger, Minnie, by making musical instruments out of the menagerie on deck.","3.394625","http://image.tmdb.org/t/p/w185//tJev6cNihRzUHYvUl113gO715TF.jpg"
"58","tt0019702",2221,"Blackmail (1929)","Drama|Thriller",543,"False","Alice's boyfriend Frank is a Scotland Yard detective who seems more interested in police work than in her. When she agrees to go out with another man, he attacks her and she defends herself and kills him. When the body is discovered, Frank is assigned to the case. He quickly discovers that Alice is the killer, but so has someone else, and they are threatening blackmail.","3.956703","http://image.tmdb.org/t/p/w185//u27rAiqJ305y6a4pUnW7cACQT0h.jpg"
"59","tt0019729",1926,"Broadway Melody, The (1929)","Musical",65203,"False","Harriet and Queenie Mahoney, a vaudeville act, come to Broadway, where their friend Eddie Kerns needs them for his number in one of Francis Zanfield's shows. Eddie was in love with Harriet, but when he meets Queenie, he falls in love to her, but she is courted by Jock Warriner, a member of the New Yorker high society. It takes a while till Queenie recognizes, that she is for Jock nothing more than a toy, and it also takes a while till Harriet recognizes, that Eddie is in love with Queenie","0.758012","http://image.tmdb.org/t/p/w185//dJxFUKiO7JTDBSUr4Nzct4iJikX.jpg"
"60","tt0019760",6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)","Documentary",26317,"False","A man travels around a city with a camera slung over his shoulder, documenting urban life with dazzling invention.","4.694378","http://image.tmdb.org/t/p/w185//wNKeDPX93Ks7c4n5EiYubeaMJHH.jpg"
"61","tt0019777",33312,"Cocoanuts, The (1929)","Comedy|Musical",20625,"False","During the Florida land boom, the Marx Brothers run a hotel, auction off some land and thwart a jewel robbery.","1.242836","http://image.tmdb.org/t/p/w185//jIhIPFWIZgrIosfTmqqfdChIq9d.jpg"
"62","tt0020030",59846,"Iron Mask, The (1929)","Adventure|Drama|Romance",79761,"False","King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. Alas, keeping the secret means sending Constance, lover of D'Artagnan, off to a convent. D'Artagnan hears of this and rallies the Musketeers in a bid to rescue her. Unfortunately, Richelieu out-smarts the Musketeers and banishes them forever.","0.351862","http://image.tmdb.org/t/p/w185//rKvamGFiKbuGOBWbzULOkyXrmAe.jpg"
"63","tt0020530",25771,"Andalusian Dog, An (Chien andalou, Un) (1929)","Fantasy",626,"False","Un Chien Andalou is a classic European avant-garde surrealist film from the cooperation of Director Luis Buñuel and Salvador Dali. The film changed the way people made movies. Most famous is the scene of a woman’s eye being cut with a knife.","6.051472","http://image.tmdb.org/t/p/w185//pSkFYEvz6gpy1LExdXe27y2X0FD.jpg"
"64","tt0020629",1927,"All Quiet on the Western Front (1930)","Action|Drama|War",143,"False","A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.","15.235056","http://image.tmdb.org/t/p/w185//9gn5ce3B2vOpk9pOGeUjmFecIo5.jpg"
"65","tt0020640",7706,"Animal Crackers (1930)","Comedy|Musical",13913,"False","The famous Captain Spaulding returns from Africa and attends a gala party where a valuable painting is stolen.","4.750686","http://image.tmdb.org/t/p/w185//ijVMX1CvegukEIJxv0UxoOzhrG.jpg"
"66","tt0020697",4970,"Blue Angel, The (Blaue Engel, Der) (1930)","Drama",228,"False","The Blue Angel follows Immanuel Rath (Emil Jannings) through a transformation from esteemed educator at the local Gymnasium (college preparatory high school) to a cabaret clown in Weimar Germany. Rath's descent begins when he punishes several of his students for circulating photographs of the beautiful Lola Lola (Marlene Dietrich) the headliner for the local cabaret, The Blue Angel. Hoping to catch the boys at the club, Professor Rath goes there later that evening and meets Lola herself. Consumed with desire and determined to remain at Lola's side, Rath returns to the night club the following evening (to return a pair of panties that were smuggled into his coat by one of his students) and stays the night with her. The next morning, reeling from his night of passion, Rath arrives late to school to find his classroom in chaos and the principal furious with his behavior.","2.40612","http://image.tmdb.org/t/p/w185//zzjwkKxcRWoW1K0FT8TOpjeVZSL.jpg"
"67","tt0021079",25773,"Little Caesar (1931)","Crime|Drama",27899,"False","A small-time hood shoots his way to the top, but how long can he stay there?","9.019985","http://image.tmdb.org/t/p/w185//pk313GaluiVstxTvnVwtAInUUo.jpg"
"68","tt0021165",2219,"Murder! (1930)","Mystery|Thriller",31930,"False","When a woman is convicted of murder, one of the jurors selected to serve on the murder-trial jury believes the accused, an aspiring actress, is innocent of the crime and takes it upon himself to apprehend the real killer.","1.988389","http://image.tmdb.org/t/p/w185//xnxsea6yRsLYaE69sPy69fjhDbi.jpg"
"69","tt0021577",25774,"Golden Age, The (Âge d'Or, L') (1930)","Comedy|Drama|Romance",5729,"False","The film consists of a series of tightly interlinked vignettes, the most sustained of which details the story of a man and a woman who are passionately in love. Their attempts to consummate their passion are constantly thwarted, by their families, by the Church and bourgeois society in general. In one notable scene, the young girl passionately fellates the toe of a religious statue.","2.76145","http://image.tmdb.org/t/p/w185//q3OH9Yk3hOE5uYEK55ASjEtsPfE.jpg"
"70","tt0021746",1928,"Cimarron (1931)","Drama|Western",42861,"False","When the government opens up the Oklahoma territory for settlement, restless Yancey Cravat claims a plot of the free land for himself and moves his family there from Wichita. A newspaperman, lawyer, and just about everything else, Cravat soon becomes a leading citizen of the boom town of Osage. Once the town is established, however, he begins to feel confined once again, and heads for the Cherokee Strip, leaving his family behind. During this and other absences, his wife Sabra must learn to take care of herself and soon becomes prominent in her own right.","1.133556","http://image.tmdb.org/t/p/w185//o5TfT5lgfEfuf25S5kPG92dd8jm.jpg"
"71","tt0021749",3307,"City Lights (1931)","Comedy|Drama|Romance",901,"False","City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.","10.891524","http://image.tmdb.org/t/p/w185//bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg"
"72","tt0021814",2644,"Dracula (1931)","Horror",138,"False","The legend of vampire Count Dracula begins here with this original 1931 Dracula film from Bela Lugosi.","7.503126","http://image.tmdb.org/t/p/w185//hA9kQrIwDHJKl1pt8GpJdDnBzim.jpg"
